Title,Transaction Date,Acquired_Disposed,Amount,Price
"Common Stock, par value $.01  per share",,D,2128,180.5731
"Common Stock, par value $.01  per share",,D,3472,181.4435
"Common Stock, par value $.01  per share",,D,504,182.1754
"Common Stock, par value $.01  per share",,D,3025,179.5751
"Common Stock, par value $.01  per share",,D,5647,180.5094
"Common Stock, par value $.01  per share",,D,6050,181.4588
"Common Stock, par value $.01  per share",,D,538,182.2157
"Common Stock, par value $.01  per share",,A,11360,0
"Common Stock, par value $.01  per share",,A,3240,0
"Common Stock, par value $.01  per share",,D,14600,180
"Common Stock, par value $.01  per share",,A,11360,0
"Common Stock, par value $.01  per share",,A,3240,0
"Common Stock, par value $.01  per share",,D,4782,180.264
"Common Stock, par value $.01  per share",,D,3676,181.3505
"Common Stock, par value $.01  per share",,D,1032,182.0703
"Common Stock, par value $.01  per share",,A,2340,0
"Common Stock, par value $.01  per share",,A,360,0
"Common Stock, par value $.01  per share",,A,2772,0
"Common Stock, par value $.01  per share",,D,1100,180.294
"Common Stock, par value $.01  per share",,D,389,180.4479
"Common Stock, par value $.01  per share",,D,594,181.3973
"Common Stock, par value $.01  per share",,D,1400,181.4007
"Common Stock, par value $.01  per share",,D,108,182.065
"Common Stock, par value $.01  per share",,D,200,182.195
"Common Stock, par value $.01  per share",,A,13753,0
"Common Stock, par value $.01  per share",,D,1900,174.7332
"Common Stock, par value $.01  per share",,D,3102,175.4903
"Common Stock, par value $.01  per share",,D,500,176.184
"Common Stock, par value $.01  per share",,D,3500,189.25
"Common Stock, par value $.01  per share",,D,403974,200.0282
"Common Stock, par value $.01  per share",,D,1996015,200.1198
"Common Stock, par value $.01  per share",,D,266396,200.0069
"Common Stock, par value $.01  per share",,D,3085116,200.0727
"Common Stock, par value $.01  per share",,D,1171794,200.3253
"Common Stock, par value $.01  per share",,D,57199,201.0537
"Common Stock, par value $.01  per share",,D,1463437,200.0822
"Common Stock, par value $.01  per share",,D,201449,200.0012
"Common Stock, par value $.01  per share",,D,800,194.0063
"Common Stock, par value $.01  per share",,D,800,195.3913
"Common Stock, par value $.01  per share",,D,900,196.6789
"Common Stock, par value $.01  per share",,D,1000,197.4361
"Common Stock, par value $.01  per share",,D,12500,200
"Common Stock, par value $.01  per share",,D,4710,195
"Common Stock, par value $.01  per share",,D,2000,176.9625
"Common Stock, par value $.01  per share",,D,1500,177.7327
"Common Stock, par value $.01  per share",,D,431426,0
"Common Stock, par value $.01  per share",,D,667260,0
"Common Stock, par value $.01  per share",,A,31960,0
"Common Stock, par value $.01  per share",,A,20000,0
"Common Stock, par value $.01  per share",,D,18177,181.335
"Common Stock, par value $.01  per share",,D,2607,182.1332
"Common Stock, par value $.01  per share",,A,12640,0
"Common Stock, par value $.01  per share",,A,2600,0
"Common Stock, par value $.01  per share",,D,4996,181.2477
"Common Stock, par value $.01  per share",,D,1100,182.1136
"Common Stock, par value $.01  per share",,A,11360,0
"Common Stock, par value $.01  per share",,A,3240,0
"Common Stock, par value $.01  per share",,D,14600,182.11
"Common Stock, par value $.01  per share",,A,11360,0
"Common Stock, par value $.01  per share",,A,3240,0
"Common Stock, par value $.01  per share",,D,7590,181.2304
"Common Stock, par value $.01  per share",,D,1900,182.1389
"Common Stock, par value $.01  per share",,A,9000,0
"Common Stock, par value $.01  per share",,D,2956,181.338
"Common Stock, par value $.01  per share",,D,1144,182.148
"Common Stock, par value $.01  per share",,D,500,183.85
"Common Stock, par value $.01  per share",,A,2340,0
"Common Stock, par value $.01  per share",,A,360,0
"Common Stock, par value $.01  per share",,D,2400,181.2883
"Common Stock, par value $.01  per share",,D,300,182.1933
"Common Stock, par value $.01  per share",,A,20040,0
"Common Stock, par value $.01  per share",,D,1748,183.5005
"Common Stock, par value $.01  per share",,D,3356,184.2831
"Common Stock, par value $.01  per share",,D,2957,185.557
"Common Stock, par value $.01  per share",,D,455,186.1774
"Common Stock, par value $.01  per share",,D,500,185.68
"Common Stock, par value $.01  per share",,A,13753,0
"Common Stock, par value $.01  per share",,D,1802,183.4821
"Common Stock, par value $.01  per share",,D,2500,184.292
"Common Stock, par value $.01  per share",,D,800,185.4163
"Common Stock, par value $.01  per share",,D,400,186.155
"Common Stock, par value $.01  per share",,A,2120,0
"Common Stock, par value $.01  per share",,D,5264,190
"Common Stock, par value $.01  per share",,D,1000,186.22
"Common Stock, par value $.01  per share",,D,800,177.7863
"Common Stock, par value $.01  per share",,D,600,178.9817
"Common Stock, par value $.01  per share",,D,700,180.0514
"Common Stock, par value $.01  per share",,D,600,181.155
"Common Stock, par value $.01  per share",,D,400,182.3875
"Common Stock, par value $.01  per share",,D,200,183.75
"Common Stock, par value $.01  per share",,D,200,184.80
"Common Stock, par value $.01  per share",,D,500,181.38
"Common Stock, par value $.01  per share",,D,500,179
"Common Stock, par value $.01  per share",,D,500,184
"Common Stock, par value $.01  per share",,D,500,182.53
"Common Stock, par value $.01  per share",,D,3500,180.73
"Common Stock, par value $.01  per share",,D,500,180
"Common Stock, par value $.01  per share",,D,500,177.58
"Common Stock, par value $.01  per share",,D,500,174.81
"Common Stock, par value $.01  per share",,D,500,176.31
"Common Stock, par value $.01  per share",,D,5556,180
"Common Stock, par value $.01  per share",,D,50000,180
"Common Stock, par value $.01  per share",,D,3500,176.67
"Common Stock, par value $.01  per share",,D,250291,0
"Common Stock, par value $.01  per share",,D,227561,0
"Common Stock, par value $.01  per share",,D,2880,173
"Common Stock, par value $.01  per share",,D,2880,176.67
"Common Stock, par value $.01  per share",,A,25000,0
"Common Stock, par value $.01  per share",,A,20120,0
"Common Stock, par value $.01  per share",,A,10000,0
"Common Stock, par value $.01  per share",,D,11395,168.1637
"Common Stock, par value $.01  per share",,D,7300,169.2842
"Common Stock, par value $.01  per share",,D,3353,169.8197
"Common Stock, par value $.01  per share",,A,11300,0
"Common Stock, par value $.01  per share",,A,4920,0
"Common Stock, par value $.01  per share",,A,7500,0
"Common Stock, par value $.01  per share",,D,9488,168.97
"Common Stock, par value $.01  per share",,A,10620,0
"Common Stock, par value $.01  per share",,A,3940,0
"Common Stock, par value $.01  per share",,A,2240,0
"Common Stock, par value $.01  per share",,D,16800,168.97
"Common Stock, par value $.01  per share",,A,10620,0
"Common Stock, par value $.01  per share",,A,3940,0
"Common Stock, par value $.01  per share",,A,2240,0
"Common Stock, par value $.01  per share",,D,8400,168.97
"Common Stock, par value $.01  per share",,D,2520,170
"Common Stock, par value $.01  per share",,A,7760,0
"Common Stock, par value $.01  per share",,D,1604,168.1552
"Common Stock, par value $.01  per share",,D,1300,169.15
"Common Stock, par value $.01  per share",,D,700,169.7486
"Common Stock, par value $.01  per share",,D,500,173
"Common Stock, par value $.01  per share",,A,1780,0
"Common Stock, par value $.01  per share",,A,1260,0
"Common Stock, par value $.01  per share",,A,60,0
"Common Stock, par value $.01  per share",,D,3100,168.97
